"value","age","MP","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PasTotCmp.","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
15,25,19,17.7,1,1.19,0.34,28.6,0.05,0.17,22.8,0.34,0,75.3,208.9,16.1,85.3,19.3,82.1,4.35,8.93,48.7,0.28,2.09,3.73,1.92,0.96,5.99,4.86,1.07,0.23,0.34,5.48,1.24,2.43,0.62,0,0.28,0.96,3.56,2.43,0.73,0.11,0.06,0.23,0,0.4,0.34,0,0,0.06,0,0,1.75,0.96,0.73,0.73,0.28,0.34,0.85,40,0.51,0.85,0.11,1.19,0.96,0,62.8,1.36,9.83,32.4,21.7,1.3,4.07,1.86,45.8,1.41,34.7,44.2,312.8,3.79,3.56,0.4,2.2,1.64,40.2,4.12,0.17,0,0,0.9,2.54,0,0,0.06,0,6.38,0.79,1.24,38.9,0.0564971751412429
20,29,22,21.9,2,0.73,0.14,18.8,0.13,0.67,16.2,0,0,81.7,197.1,17.1,87,16.7,88.8,1.96,4.25,46.2,0,0.41,3.11,0.59,0.05,3.24,1.6,1.19,0.14,0.09,0.18,0.32,0,0,0,0,0.59,1.28,1.1,0.09,0,0.09,0,0,0,0,0,0,0,0,0,1.46,0.78,0.73,0.55,0.18,0.68,0.96,71.4,0.27,0.78,0.41,1.1,3.15,0.05,52.6,5.62,18.3,26.5,8.68,1.23,0.73,0.41,56.3,0.32,43.8,24.8,100.5,0.59,0.87,0.05,0.73,0.5,31.1,0.78,0.14,0,0,0.91,1.14,0.09,0,0.09,0.05,6.94,1.92,1.14,62.7,0.091324200913242
22,22,1,0.2,1,10,5,50,0.5,1,18.9,0,0,66.7,175,15,100,25,80,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,5,0,0,5,10,50,5,0,0,0,5,0,90,5,30,40,20,5,10,5,50,5,50,45,340,10,0,0,0,0,50,0,0,0,0,5,0,0,0,0,0,10,0,10,0,5
55,28,22,21.7,3,1.29,0.32,25,0.11,0.43,16.4,0,0,80.4,121.8,13.8,84.9,12.8,85.2,2.81,4.15,67.8,0,0.14,3.46,0.09,0,3.04,0.97,0.69,0,0.97,0.09,0,0,0,0,0.09,0.51,0.88,0.55,0,0,0.14,0,0.18,0,0,0,0,0,0,0,4.52,2.58,1.52,2.03,0.97,2.07,3.36,61.6,1.29,1.47,0.18,1.38,2.03,0.05,48.5,2.44,11.4,30.2,7.42,1.24,0.92,0.32,35,0.41,45,21.7,77.4,0.18,0.41,0.09,0.97,0.74,24.7,0.65,0.37,0,0,1.15,1.24,0.05,0,0,0,6.04,2.17,1.24,63.5,0.138248847926267
38,24,22,17.8,2,1.8,0.51,28.1,0.06,0.22,17.6,0,0,80.9,105.6,15.5,89,11.2,84.4,2.13,3.26,65.5,0.11,1.07,3.03,0.79,0.28,3.99,1.07,0.11,0.06,0.06,1.85,0.34,0,0,0,0.22,0.84,2.58,2.08,0,0.17,0.17,0.11,0.06,0.17,0.11,0,0,0.06,0,0,1.97,1.18,0.62,0.79,0.56,1.01,2.02,50,1.01,2.3,0.45,0.73,0.67,0,48.2,1.91,7.98,21.2,19.8,3.88,2.87,0.79,27.5,1.63,56.9,27.5,176.6,3.15,1.69,1.18,2.64,1.07,32.1,4.89,0.06,0,0,1.4,0.67,0.17,0,0,0,4.83,0.62,0.67,47.8,0.112359550561798
42,27,20,18.8,2,1.65,0.59,35.5,0.06,0.18,14.3,0,0,82,141.5,19.5,87.4,12.9,90.5,1.97,2.55,77.1,0.05,1.01,2.66,0.85,0.16,4.57,1.28,0.16,0.11,0.21,0.69,0.85,0.21,0,0,0.16,1.49,2.82,1.97,0.05,0.21,0.21,0.37,0,0.27,0.16,0.05,0,0,0.05,0,2.66,1.86,1.28,1.01,0.37,1.01,1.97,51.4,0.96,1.91,0.21,1.44,1.54,0,58,2.55,10.5,27.5,20.9,3.56,3.62,1.65,45.6,1.49,41.2,29.8,171.4,2.29,1.65,0.27,2.77,2.07,37.3,5.43,0.48,0,0,1.97,1.06,0.05,0.05,0,0,6.76,2.02,2.23,47.5,0.106382978723404
27,29,17,13.6,0,1.54,0.37,23.8,0,0,23.8,0,0,75.3,193.8,14,86,13.2,80.4,3.82,6.54,58.4,0.07,0.59,4.56,0.81,0.29,4.41,1.4,0.59,0.15,0.66,1.99,0.07,0.66,0.51,0,0.37,0.96,2.43,1.76,0.22,0.07,0.22,0.07,0.07,0.37,0.29,0,0,0,0.07,0,2.79,1.76,1.25,1.25,0.29,1.47,2.43,60.6,0.96,1.84,0.29,0.88,0.51,0,50.1,1.25,8.24,29,13.3,1.18,1.62,0.88,54.5,0.44,27.3,28.2,113.3,0.66,0.96,0.07,2.06,1.25,32.2,2.13,0.29,0,0,1.47,1.91,0,0.07,0,0,6.1,0.96,0.66,59.1,0
15,31,18,14.2,2,0.21,0.07,33.3,0,0,34.1,0,0.14,84.8,247.2,26.8,90,24.5,86.5,3.59,5.21,68.9,0,0.49,6.13,0.63,0,5.63,1.97,1.9,0.14,0.21,0.14,0.07,0,0,0,0.21,0.77,2.04,2.04,0,0,0,0,0,0.14,0.14,0,0,0,0,0,2.96,1.62,1.55,0.99,0.42,1.55,3.24,47.8,1.69,1.27,0.21,1.48,0.49,0,72.3,2.54,19.2,40.6,12.5,0.56,0.7,0.21,30,0.28,40,38.4,162.6,0.92,1.9,0.07,0.99,0.63,49.7,0.7,0.28,0,0,0.85,1.62,0,0,0,0,8.38,0.56,0.77,42.1,0.140845070422535
16,25,22,11.1,3,1.17,0.45,38.5,0.23,0.6,21.3,0,0,79.5,126.8,15.2,87.6,13.6,88.1,2.7,4.68,57.7,0.18,0.81,2.34,1.44,0.36,3.69,1.62,0.54,0.09,0,2.25,0.72,0.36,0.27,0,0,1.26,2.88,2.43,0.09,0.18,0.09,0.09,0,0.45,0.36,0,0,0,0.09,0,1.26,0.63,0.45,0.45,0.36,0.45,1.08,41.7,0.63,1.35,0.45,0.27,0.45,0,47.2,0.81,9.01,21.4,17.5,1.98,3.06,1.8,58.8,0.81,26.5,33,212.3,3.78,2.61,0.54,1.53,1.62,34.7,3.33,0.09,0,0,0.81,1.26,0,0,0,0,3.87,0.54,0.45,54.5,0.27027027027027
60,24,21,17.7,5,2.32,0.96,41.5,0.12,0.29,11.7,0,0,80.3,58.6,15.4,82.9,7.01,87.9,0.4,0.62,63.6,0.06,1.07,1.47,0.73,0.06,2.82,1.13,0.11,0,0.11,0.28,0.28,0,0,0,0.06,0.85,1.98,1.69,0.06,0.06,0.11,0.06,0,0.17,0.11,0,0,0.06,0,0,1.47,0.62,0.17,0.79,0.51,0.4,1.07,36.8,0.68,1.02,0,0.34,1.53,0,43.2,1.64,4.46,17.4,21.8,5.82,1.81,0.45,25,1.24,68.8,23.8,127.3,1.92,1.24,1.13,3.33,1.81,32.4,7.51,0.17,0,0,2.32,0.85,1.36,0,0,0,2.99,2.88,2.15,57.3,0.282485875706215
28,27,3,0.2,0,5,0,0,0,0,28.1,0,0,80,380,25,62.5,50,100,5,10,50,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,140,15,35,90,20,0,0,0,0,0,0,65,200,0,0,0,5,0,90,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0
70,32,20,17.8,3,2.64,0.9,34,0.06,0.19,23.6,0.28,0,71.9,242.5,19.1,84.6,23.1,74.2,5.96,10.3,57.6,0.62,3.6,4.44,3.71,0.79,8.76,5.79,2.08,1.12,1.12,8.82,1.12,2.58,0.73,0.17,0.51,1.52,6.52,4.55,1.18,0.22,0.39,0.06,0.11,1.12,0.9,0.11,0,0.06,0.06,0,1.07,0.51,0.17,0.51,0.39,0.62,1.52,40.7,0.9,1.01,0.11,0.22,0.39,0,68.5,0.51,4.04,25.7,39.7,3.93,1.85,0.84,45.5,0.67,36.4,41.1,216.2,3.99,2.81,0.67,1.74,1.29,52.9,8.88,0.06,0,0,0.9,0.9,0.17,0.06,0,0,3.71,0.45,0.56,44.4,0.168539325842697
15,28,12,3.8,0,0.26,0,0,0,0,23.2,0,0,87.2,103.4,17.4,93,15,89.5,1.58,2.63,60,0,1.32,2.37,0,0,2.63,1.05,0.79,0,0,0.53,0.26,0,0,0,0,1.05,1.84,1.32,0,0,0.26,0,0.26,0,0,0,0,0,0,0,2.89,1.05,2.11,0.53,0.26,1.84,3.16,58.3,1.32,2.63,0.53,1.58,1.58,0,50.5,2.89,14.2,28.7,7.63,1.05,1.05,0.53,50,0.53,50,22.1,100,0.26,1.05,0,1.32,0.26,27.1,0.26,0,0,0,0.26,0,0,0,0,0,5.26,1.32,1.58,45.5,0
65,26,15,12,2,2.58,0.67,25.8,0.03,0.13,19.2,0,0.08,78.8,177.6,20.1,87.3,15.8,79.5,3.33,4.83,69,0.17,1.08,3.83,1.08,0.17,6.08,2.67,0.92,0.58,0.42,1.08,0.08,0,0,0,0.42,0.92,3.08,2.17,0.08,0.08,0.42,0.25,0.08,0.33,0.17,0,0,0.17,0,0,2.25,1.58,0.92,1.08,0.25,0.58,1.92,30.4,1.33,1.83,0.25,0.83,1.67,0,60.6,2.33,11.8,33.3,16.3,2.33,1.75,0.67,38.1,0.75,42.9,30.2,119.8,0.5,1.17,0.17,1.83,1.58,40.3,3,0.25,0,0,2.25,1.5,0.08,0,0,0,6.17,1.75,1.08,61.8,0.166666666666667
12,27,5,2.2,0,1.82,0,0,0,0,28.6,0,0,75.5,316.8,24.1,82.8,23.6,96.2,5.91,12.3,48.1,0,1.36,6.36,0,0,6.82,1.82,0.91,0.45,0.45,1.36,0,0.91,0,0,0.91,2.73,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,3.64,2.73,0.91,1.36,1.36,2.73,2.73,100,0,1.82,0.45,1.82,0.91,0,83.6,3.18,16.8,48.2,19.1,0.45,1.82,0.91,50,0.91,50,43.2,232.3,2.27,1.82,0.45,1.82,1.36,57.3,0.91,0,0,0,0.91,0.45,0,0,0,0,7.73,0,0.91,0,0
17,24,16,14.6,2,1.78,0.62,34.6,0.08,0.22,17.4,0.14,0,68.4,100.3,13.6,82.6,10.2,70.5,2.26,5.68,39.8,0.27,1.03,1.37,0.55,0.21,2.19,5.62,1.37,0.14,0.41,5.27,1.3,2.74,1.51,0.21,0.07,1.16,2.33,1.44,0.48,0.14,0.14,0.14,0,0.48,0.21,0.14,0,0.14,0,0,1.71,1.1,0.96,0.68,0.07,0.48,1.03,46.7,0.55,1.03,0.07,0.27,1.44,0,49.3,1.64,10.1,19.5,21.5,3.01,4.73,2.05,43.5,2.26,47.8,28.3,199.3,3.36,2.26,1.1,2.47,2.05,30.4,6.85,0.07,0,0,0.82,1.78,0.27,0,0,0,6.37,0.89,1.51,37.1,0.136986301369863
90,24,20,18.7,8,2.73,0.86,31.4,0.16,0.5,18.9,0.27,0,79.1,181.2,19.7,87.4,17,79.8,3.21,4.97,64.5,0.27,2.3,3.53,2.51,0.11,7.54,3.53,2.62,0.8,0.21,2.51,0.32,0.59,0.21,0.05,0.16,1.23,5.08,3.53,0.7,0.11,0.48,0.16,0.11,0.64,0.53,0,0,0.11,0,0,1.02,0.7,0.37,0.48,0.16,0.21,0.91,23.5,0.7,0.48,0.11,0.16,0.37,0,56.8,0.86,5.61,23.7,28.2,4.06,2.25,1.28,57.1,0.8,35.7,33,183,2.78,1.71,0.96,1.23,1.5,40.5,5.08,0.16,0,0,1.02,0.8,0.05,0,0,0,5.19,0.48,0.7,40.9,0.427807486631016
60,24,21,17.1,3,1.81,0.53,29,0.1,0.33,19.2,0.12,0,75.2,124.2,19.2,85.2,12.2,76.6,2.51,4.74,53.1,0.12,1.7,3.1,1.46,0.29,5.38,3.98,0.99,0.29,0.47,3.68,0.29,1.99,0.64,0.06,0.23,1.17,3.16,2.4,0.53,0.12,0.06,0.06,0,0.41,0.29,0,0,0.06,0.06,0,1.7,0.94,0.29,0.88,0.53,0.7,1.35,52.2,0.64,1.23,0.35,0.41,0.53,0,53.5,0.99,6.14,23.1,24.9,3.22,1.7,0.88,51.7,0.64,37.9,29,153.3,2.69,1.93,0.64,2.11,1.46,37.4,6.37,0.18,0,0,1.4,1.52,0.06,0,0,0,4.74,0.47,0.7,40,0.175438596491228
38,29,15,9.3,0,1.29,0,0,0,0,25.6,0,0,83.8,291.3,28.4,88,26.2,89.8,3.87,6.77,57.1,0.11,1.08,8.39,1.29,0.11,8.17,1.4,1.18,0.65,0.75,0.22,0.22,0,0,0,0,1.18,3.01,2.58,0.11,0,0.32,0,0,0.22,0.22,0,0,0,0,0,1.94,1.29,0.75,0.97,0.22,0.86,1.29,66.7,0.43,0.54,0.11,1.29,0.97,0,78.7,1.83,14,50.1,15.3,0.32,0.97,0.22,22.2,0.54,55.6,50.5,308.4,2.15,1.94,0.11,1.4,1.29,60.8,1.08,0.32,0,0,1.08,0.54,0,0,0,0,6.34,0.43,0.75,36.4,0
55,25,19,15.6,0,1.41,0.38,27.3,0,0,18.2,0,0,79.8,101.9,14.7,85.1,12,88.8,4.42,6.47,68.3,0.06,1.15,3.01,0.58,0.06,3.21,1.22,0.58,0.19,1.35,1.41,0.19,0.45,0.19,0,0.06,0.9,2.37,2.05,0.06,0.06,0.13,0.06,0,0.13,0.13,0,0,0,0,0,2.24,1.47,0.96,0.77,0.51,0.83,1.67,50,0.83,0.96,0.06,0.64,1.35,0.06,49.7,2.31,11.3,22.9,16.3,2.18,2.56,1.15,45,0.9,35,31.4,217.2,2.56,2.24,0.26,1.47,1.22,35.5,5.06,0.06,0,0,1.67,1.54,0,0,0.06,0,5.38,0.77,0.9,46.2,0
28,27,22,18.6,3,0.75,0.22,28.6,0.21,0.75,23.5,0.11,0,68.1,253.3,14.8,81.4,17,71,5.86,11.6,50.7,0.22,1.34,3.71,0.91,0.32,4.09,12.2,2.58,0.11,0.91,5.22,4.95,2.96,1.4,0.27,0.16,0.91,3.17,1.45,1.45,0,0.16,0.05,0.05,0.48,0.27,0.11,0,0.05,0,0.05,2.42,1.13,0.97,1.02,0.43,0.91,3.01,30.4,2.1,1.77,0.05,1.18,0.86,0.05,60.6,1.29,12.6,27.6,20.9,1.08,1.88,0.65,34.3,0.97,51.4,28,109,0.81,0.75,0.05,2.04,1.13,31.3,2.2,0.16,0,0,1.13,0.65,0.05,0,0,0,6.24,0.38,0.7,35,0.161290322580645
90,22,20,19.2,1,0.73,0.26,35.7,0.07,0.2,23.7,0,0,88.2,225.5,28.5,91.5,21.9,90.3,4.17,4.95,84.2,0.05,1.2,4.69,1.3,0.21,6.46,0.31,0.16,0.36,0.31,0.47,0.16,0,0,0,0,0.99,2.24,2.14,0,0,0.1,0,0,0.16,0.16,0,0,0,0,0,2.97,1.46,1.04,1.46,0.47,1.2,1.72,69.7,0.52,0.94,0.1,1.61,0.99,0.1,71.2,2.76,16.1,40.3,15.8,0.83,0.99,0.42,42.1,0.57,57.9,41.9,176.4,0.83,0.83,0.21,1.15,0.89,51.8,1.56,0.31,0,0,2.03,1.3,0,0,0,0,6.67,1.2,0.68,63.9,0.0520833333333333
40,23,19,17.3,2,2.14,0.58,27,0.05,0.2,18.8,0.17,0,61.1,124.3,11,75.7,9.31,70.2,2.66,7.57,35.1,0.23,2.14,2.31,1.5,0.23,4.34,5.55,2.2,0.69,0.23,5.26,0.29,2.66,1.16,0.06,0.64,1.04,4.1,2.54,0.87,0.4,0.17,0,0.12,0.29,0.12,0.12,0.06,0,0,0,0.75,0.4,0.23,0.17,0.35,0.35,0.75,46.2,0.4,0.46,0.12,0.58,0.52,0,46.5,0.46,4.62,19.5,23.1,2.49,2.66,1.56,58.7,0.98,37,26.5,142.3,1.91,1.62,0.64,3.35,1.85,30.5,5.61,0.06,0,0,1.04,0.87,0.12,0,0,0,4.16,1.56,2.83,35.5,0.115606936416185
17,25,18,14.8,1,1.42,0.41,28.6,0.05,0.17,22.3,0,0,78.1,175.5,20.2,85.4,15.4,80.7,3.31,5.41,61.3,0.14,1.49,4.05,0.95,0,5.41,2.57,1.49,0.88,0.61,0.81,0.88,0,0,0,0.34,1.22,2.84,2.36,0.14,0.14,0,0.14,0.07,0.27,0.27,0,0,0,0,0,3.45,2.09,1.69,1.28,0.47,1.69,2.97,56.8,1.28,1.15,0.14,0.61,0.68,0.07,59.9,1.42,11.6,33,15.9,1.35,1.15,0.61,52.9,0.47,41.2,29.7,124.1,1.55,1.35,0.2,2.43,0.81,38.8,3.11,0.41,0,0,2.16,1.35,0,0,0.07,0,6.15,1.22,1.22,50,0.0675675675675676
27,24,13,9.9,1,2.83,0.71,25,0.04,0.14,17.2,0,0,63.8,49.3,6.36,74.1,6.77,68.7,1.52,2.63,57.7,0,0.81,1.01,0.71,0.1,1.92,1.11,0.4,0.3,0.61,2.02,0.1,0.51,0.4,0,0.1,1.21,2.73,1.92,0,0.1,0.4,0.3,0,0.1,0.1,0,0,0,0,0,0.81,0.51,0.2,0.51,0.1,0.3,0.71,42.9,0.4,1.11,0,0.2,0,0,34.8,0.1,3.64,15.6,16.7,4.55,4.65,0.91,19.6,2.93,63,24.7,170,3.33,2.73,0.91,3.94,3.54,27,6.97,0.4,0,0,2.22,3.23,0.4,0,0,0,3.94,0.51,0.81,38.5,0.101010101010101
15,23,8,2.2,0,0.45,0.45,100,0,0,12.6,0,0,78,133.2,19.1,85.7,16.4,88.9,0.45,1.82,25,0,1.36,1.36,1.36,0.45,3.18,0.91,0.91,0.45,0,3.64,0,0,0,0,0,1.82,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.91,0.45,0.91,0,0.45,2.73,16.7,2.27,0.45,0,0,1.82,0,51.4,3.18,13.6,21.8,16.8,0.91,0.45,0,0,0.45,100,27.3,125.9,1.82,2.27,0,0.45,0.45,35,4.55,0.91,0,0,1.82,0.91,0,0,0,0,8.64,0.45,0.91,33.3,0
20,25,14,7.7,0,0.78,0.13,16.7,0,0,21.6,0,0,80.4,116,15.2,90.7,13,85,1.56,3.25,48,0,0.26,2.34,0.26,0,3.25,0.26,0.26,0.13,0.13,0.65,0,0,0,0,0.26,1.04,1.17,1.04,0,0,0,0.13,0,0,0,0,0,0,0,0,1.69,0.91,0.91,0.65,0.13,0.78,1.56,50,0.78,1.04,0.26,1.3,0.52,0,44.7,1.56,9.22,27.7,8.18,0.65,2.6,0.91,35,1.3,50,24.5,131.9,1.3,0.39,0.26,0.39,0.78,28.6,0.78,0.13,0,0,1.17,1.56,0,0,0,0,5.45,0.78,0.52,60,0
22,27,18,10.7,1,1.59,0.47,29.4,0.06,0.2,23.9,0,0,71.8,167.6,15.5,87.4,16.1,76.2,3.93,8.04,48.8,0,1.03,3.74,0.56,0.19,4.49,2.9,0.28,0.37,0.75,3.64,0.47,1.4,1.12,0,0.19,1.31,3.46,2.99,0.09,0,0.28,0,0.09,0,0,0,0,0,0,0,1.4,0.75,0.47,0.47,0.47,0.47,2.06,22.7,1.59,0.93,0.09,1.03,0.75,0,53.9,0.93,8.97,24.6,21.2,1.87,1.5,0.75,50,0.75,50,29.1,151.9,1.78,1.78,0.65,1.21,0.93,36.5,6.07,0,0,0,1.03,0.47,0.09,0,0,0,8.22,0.47,1.21,27.8,0.0934579439252337
35,21,4,1.5,0,0.67,0,0,0,0,28,0,0,92.8,188,30.7,93.9,27.3,95.1,0.67,2,33.3,0,0.67,4.67,0,0,7.33,1.33,1.33,0,0.67,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,4,3.33,2.67,0.67,0.67,2,4.67,42.9,2.67,0,0,3.33,2,0,80,5.33,27.3,43.3,9.33,0.67,2,0,0,0.67,33.3,58.7,295.3,0.67,0,0,2,1.33,58,0,0.67,0,0,2,2,0,0,0,0,6.67,0.67,1.33,33.3,0
20,27,21,17.3,4,1.16,0.58,50,0.2,0.4,19.6,0.17,0,74.8,89.2,12.8,81.9,9.13,79.1,1.56,2.95,52.9,0.06,0.75,1.39,0.29,0.12,2.2,0.75,0.46,0.06,0.29,1.21,0.12,0.12,0.12,0,0.06,1.21,1.68,1.27,0,0.23,0.12,0.06,0,0.23,0.17,0,0,0.06,0,0,2.2,1.21,0.87,0.92,0.4,0.58,1.16,50,0.58,1.62,0.29,1.04,1.73,0,43.1,2.31,10.6,19.5,13.7,2.25,1.39,0.69,50,0.58,41.7,22.8,118.8,1.33,1.1,0.23,1.56,1.5,27.8,3.47,0.12,0,0,1.04,1.27,0.17,0,0,0,4.86,1.85,1.16,61.5,0.23121387283237
100,27,20,19.3,1,1.61,0.36,22.6,0.03,0.14,18.2,0,0,91.3,400.9,34.9,92.2,44.2,93.8,10.5,12.3,85.3,0.21,1.14,9.22,1.09,0.05,8.76,1.81,1.55,0.05,0.93,0.16,0.1,0,0,0,0.05,0.47,3.42,3.16,0,0,0.16,0.05,0.05,0.47,0.47,0,0,0,0,0,2.28,1.45,1.04,0.93,0.31,0.98,1.66,59.4,0.67,1.45,0.52,1.14,1.14,0.05,106.4,3.63,22.6,64.1,20.3,1.81,0.73,0.47,64.3,0.21,28.6,63.7,321.3,2.44,2.49,0.05,0.62,0.62,80.5,1.14,0.16,0,0,1.61,0.57,0.1,0,0,0,9.74,2.44,1.19,67.1,0.0518134715025907
40,26,18,16.7,5,0.9,0.54,60,0.33,0.56,15.8,0,0,83.8,189.5,22,89.1,20.1,89.6,2.34,4.19,55.7,0.12,0.66,3.23,0.54,0.24,4.49,1.5,0.66,0.18,0.18,0.96,0.24,0.06,0,0,0.18,1.2,2.04,1.62,0,0.06,0.12,0.06,0.18,0.3,0.12,0,0,0.06,0,0.12,2.69,1.68,0.9,1.26,0.54,0.9,1.5,60,0.6,1.68,0.9,1.2,1.32,0,64,3.11,17.6,36.5,10.5,1.14,1.98,1.26,63.6,0.66,33.3,34.6,179.4,1.56,0.84,0.06,1.32,1.02,43.7,1.14,0.48,0,0,1.44,0.48,0,0,0,0,7.66,0.9,0.96,48.4,0.29940119760479
50,19,13,9.9,1,0.51,0.2,40,0.2,0.5,25.7,0,0,86.7,159.3,13.9,87.9,16.4,92.6,3.23,3.94,82.1,0,0.51,4.55,0.51,0,3.94,0.2,0.1,0.2,0.51,0.1,0,0.1,0,0.1,0,0.51,1.31,1.11,0.1,0,0,0.1,0,0,0,0,0,0,0,0,2.42,1.21,0.91,1.31,0.2,0.61,1.52,40,0.91,2.12,0.4,1.62,0.51,0,49.9,1.62,10.1,32.3,7.98,0,1.92,0.81,42.1,0.71,36.8,30.6,146.1,0.51,0.91,0,0.81,1.62,28.4,0.91,0.4,0,0,1.01,1.92,0,0,0,0,8.28,0.4,0.3,57.1,0.101010101010101
35,21,12,2.8,0,2.5,0.36,14.3,0,0,19.2,0,0,84.5,170,28.2,89.8,20.7,86.2,2.5,3.57,70,0,0.71,4.29,1.43,0,6.43,1.07,0,0,0.36,1.79,0,1.07,0.36,0,0.71,1.07,3.21,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,2.5,1.43,0.36,1.79,0.36,1.43,2.5,57.1,1.07,0.71,0.36,1.07,1.07,0,74.3,1.79,11.4,37.5,27.9,2.5,2.5,1.43,57.1,1.07,42.9,51.4,253.2,2.14,3.93,0.36,3.21,2.14,56.1,5.36,0.36,0,0,1.79,0.71,0,0,0,0,9.29,0,0,0,0
18,23,17,9,2,2,0.67,33.3,0.11,0.33,14.6,0,0,71.8,119.4,19.8,83.6,13.3,67.5,1.78,3.22,55.2,0,0.67,1.78,1.22,0.33,2.44,8,0.22,0.22,0.11,3.33,7.78,0,0,0,0,2.11,2.56,1.78,0,0,0.56,0.11,0.11,0.22,0.11,0,0,0.11,0,0,1.89,1.22,1,0.89,0,0.78,1.33,58.3,0.56,0.89,0.11,0.67,1.89,0.11,54.9,3.22,17.4,19,18.7,3,1.11,0.44,40,0.44,40,25.9,159.4,2.67,1.22,0.56,1.22,1.11,30,7.11,0.44,0,0,1.67,0.67,0.78,0,0,0,5.44,1.11,1.11,50,0.222222222222222
60,23,19,17.4,2,1.26,0.57,45.5,0.09,0.2,22.1,0.23,0,71.2,189.1,12.2,81,15.6,79.3,4.25,8.62,49.3,0.23,1.95,3.85,1.03,0.23,4.02,5.57,2.99,0.29,0.29,3.39,0.63,1.84,0.63,0,0.46,0.75,3.33,1.84,0.86,0.11,0.29,0.11,0.11,0.46,0.23,0.11,0.06,0.06,0,0,1.84,1.15,1.03,0.63,0.17,0.75,1.38,54.2,0.63,0.86,0.29,1.15,0.63,0.06,51,1.38,10.9,26.6,14.3,0.98,0.63,0.23,36.4,0.34,54.5,24.7,155.3,2.01,0.98,0.06,1.49,0.4,30,2.64,0.34,0,0,1.09,0.98,0.17,0,0,0,5.8,0.52,0.69,42.9,0.114942528735632
25,26,15,8.4,0,0.83,0.36,42.9,0,0,14.2,0,0,80.9,112.5,13.2,82.8,11.2,87.2,1.9,2.86,66.7,0,0.36,2.02,0.12,0,2.26,0.48,0.36,0.12,0.36,0.24,0.12,0,0,0,0.12,0.12,1.43,1.07,0,0,0.24,0.12,0,0,0,0,0,0,0,0,2.26,1.79,1.07,0.71,0.48,0.71,1.19,60,0.48,0.83,0.36,1.07,4.05,0,46.1,5.95,15.7,21.1,9.4,1.67,1.67,0.95,57.1,0.48,28.6,20.6,94.6,0.6,0.83,0.12,1.9,1.07,25.1,1.79,0.6,0,0,2.26,0.6,0,0,0.12,0,5.95,2.38,1.67,58.8,0
25,26,22,18.7,1,1.07,0.32,30,0.05,0.17,16.1,0,0,78.7,162.6,16.1,85.6,15.3,85.3,3.16,5.35,59,0.16,0.96,3.1,0.8,0.21,4.39,1.12,0.11,0.32,0.27,1.12,0.05,0.11,0,0,0.21,1.12,2.35,1.76,0.05,0,0.32,0.21,0,0.21,0.16,0,0,0.05,0,0,1.44,0.86,0.43,0.7,0.32,0.7,1.98,35.1,1.28,1.5,0.37,0.64,0.96,0,52,1.76,10.1,27.4,14.8,2.51,1.02,0.21,21.1,0.75,73.7,25.9,105.9,0.59,0.43,0.16,1.23,1.07,33.3,4.01,0.11,0,0,1.02,1.34,0.11,0,0,0,5.45,0.91,1.07,45.9,0.053475935828877
