"value","age","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedCmp","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkOut","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
20,26,14.7,2,1.22,0.2,16.7,0.11,0.67,21.4,0,0,0,74.5,754.4,245,23.7,87.2,17.3,79.4,3.54,7.62,46.4,0.07,0.75,3.81,0.95,0.34,4.08,60.7,52.2,8.16,0.68,0.14,0.27,2.11,7.41,0.07,0.07,0,0,0.41,2.24,2.11,1.63,0.07,0.07,0.34,0,0,0.14,0.14,0,0,0,0,0,3.27,2.11,1.77,1.5,0,1.97,2.86,69,0.88,2.31,0.14,2.18,1.56,4.83,1.9,0,74.4,2.65,21.8,35.4,17.7,2.04,1.02,0.41,40,0.54,53.3,39.8,186.2,76.3,1.56,1.43,0.14,1.16,0.68,44.5,5.44,0.41,0,0,1.43,1.16,0,2.11,0,0,0,6.87,0.88,0.54,61.9,0.136054421768707
3,28,15.5,1,0.32,0.06,20,0.2,1,19.8,0,0,0,62.4,576.6,305.4,13.9,80.6,14.6,64.8,3.35,8.58,39.1,0,0.77,3.48,1.61,0.77,4.71,51.8,40,11.4,0.26,0.06,0.06,3.55,11.2,0,0,0,0,0.39,1.74,2.13,1.61,0.45,0,0,0.06,0,0.06,0.06,0,0,0,0,0,2.32,1.55,1.03,1.1,0.19,1.48,2.52,59,1.03,1.35,0.26,1.1,0.9,3.23,2.39,0,61.9,3.29,17,25.5,19.7,0.97,0.45,0.06,14.3,0.39,85.7,25.4,103.2,55.5,1.29,1.29,0.19,0.97,0.26,30.8,5.23,0.13,0,0,1.23,0.77,0,3.55,0,0,0.13,5.23,1.1,1.23,47.2,0.0645161290322581
35,20,18.2,1,0.27,0.11,40,0.2,0.5,12.2,0,0,0,89.5,1140.2,454.6,22.8,93.7,34.9,92.8,3.9,6.04,64.5,0,0.11,4.29,0.11,0,4.45,69.6,68.1,1.37,1.15,0,0.33,0.05,0.16,0,0,0,0,0.11,0.44,0.66,0.66,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.71,0.44,0.55,0.11,0.05,0.44,0.55,80,0.11,1.32,0.77,0.55,1.76,2.47,2.14,0,77.5,5.88,29.9,45.5,2.58,0.82,0.22,0.05,25,0.11,50,63.8,325.1,160.6,0.44,0.93,0.05,0.6,0.27,58.1,0.27,0.16,0,0,1.21,0.66,0,0.05,0,0.05,0,6.7,1.15,1.21,48.8,0.0549450549450549
7.5,30,19.6,0,1.07,0.31,28.6,0,0,21.6,0,0,0,71.4,547.8,192.4,15.4,86.8,11.8,73.2,3.11,7.45,41.8,0.1,1.99,1.68,1.22,0.92,2.6,45.2,34,11.1,1.48,0,0.66,6.43,7.19,2.4,1.33,0.87,0,0.1,1.07,3.21,2.09,0.82,0.15,0.15,0,0,0.15,0.15,0,0,0,0,0,1.07,0.71,0.66,0.31,0.1,0.51,1.53,33.3,1.02,0.66,0.2,0.46,0.56,1.63,1.17,0,50.9,1.89,10.2,21.9,19.1,1.73,0.36,0.26,71.4,0.1,28.6,24.6,111.3,49,1.48,1.12,0.2,0.56,0.41,29.2,4.13,0.2,0,0,1.02,0.36,0.2,6.43,0,0.05,0,4.03,0.31,1.02,23.1,0
5.5,24,5.9,0,1.19,0.51,42.9,0,0,11.8,0,0,0,82.7,1057.3,400.2,16.1,86.4,29.7,90.2,6.78,10.5,64.5,0,0.68,3.73,0.17,0,2.54,63.6,61.4,1.86,1.19,0,0.68,0,0.68,0,0,0,0,0.34,0.51,1.36,1.02,0,0,0.34,0,0,0.17,0,0,0,0.17,0,0,1.02,0.51,0.85,0.17,0,0.17,0.85,20,0.68,1.69,1.53,0.17,1.02,2.03,5.59,0.17,75.1,9.15,40.3,32.7,2.37,1.36,0,0,0,0,0,42.7,174.6,88.1,0.34,0.17,0,0.51,0.51,52,0,0.34,0,0,0.85,0,0,0,0,0.34,0,4.75,2.37,1.69,58.3,0
17,25,10.9,4,0.46,0.46,100,0.8,0.8,8.3,0,0,0,78.4,558.3,184.6,13,86.6,15.8,83.5,2.2,4.59,48,0.09,0.18,3.03,0.18,0,3.49,40.4,39.4,0.92,0.46,0,0.18,0.28,0.18,0,0,0,0,0,0.73,0.55,0.46,0,0,0,0.09,0,0.18,0.09,0,0,0,0.09,0,1.74,1.19,1.01,0.73,0,0.83,1.1,75,0.28,1.38,0.46,0.92,1.47,3.21,3.67,0,50.8,3.39,22.4,25.3,3.49,0.83,0.28,0.09,33.3,0,0,26.9,127.8,57.7,0.73,0.28,0.09,0.18,0,29.6,1.01,0,0,0,0.55,0.55,0,0.28,0.09,0,0,3.58,2.48,1.93,56.3,0.36697247706422
14,25,13.1,0,0.69,0.15,22.2,0,0,25.2,0,0,0,73.4,716.9,218.1,22.1,89.2,16,77.5,3.82,9.54,40,0.08,1.53,2.21,1.22,0.76,3.05,58.5,46.9,11.6,0.99,0.23,0.23,7.63,7.94,2.67,0.99,1.53,0,0.08,2.21,2.67,1.3,0.99,0.23,0.08,0.08,0,0.15,0.08,0.08,0,0,0,0,2.37,1.37,1.45,0.69,0.23,0.92,1.53,60,0.61,1.37,0.38,0.99,1.07,3.44,1.37,0.08,68.8,2.29,18.1,27.9,23.4,1.53,1.91,0.38,20,1.3,68,35,155.7,86,2.21,0.92,0.53,0.99,0.61,41.6,6.72,0.15,0,0,1.22,0.99,0.08,7.63,0,0.08,0,5.19,0.84,0.69,55,0
60,25,18.9,0,0.26,0.05,20,0,0,9.9,0,0,0,89.8,1610.6,595.8,22,92.4,47.2,94.8,9.31,12.9,72.1,0.05,0.32,8.52,0.32,0,6.72,87.8,85.4,2.17,1.75,0,0.42,0.11,0.21,0,0,0,0,0.16,0.42,1.01,0.95,0,0,0.05,0,0,0.16,0.16,0,0,0,0,0,2.7,1.59,1.75,0.95,0,1.11,1.75,63.6,0.63,0.9,0.26,0.63,1.11,3.81,3.07,0.21,98,8.94,43.9,51.1,3.65,0.69,0.58,0.32,54.5,0.26,45.5,70.5,349.9,201,1.32,1.11,0.11,0.79,0.42,72.6,0.37,0.16,0,0,1.01,0.69,0.05,0.11,0,0,0,7.72,1.85,1.69,52.2,0
15,24,16.2,0,0.43,0,0,0,0,14.1,0,0,0,78.8,912,342.3,13.2,84.6,23.7,85.7,6.48,10.7,60.3,0.06,0.25,4.14,0.12,0,4.88,55.7,52.8,2.72,1.6,0,0.37,0.12,0.25,0,0,0,0,0.12,0.49,0.93,0.8,0,0,0,0.06,0.06,0.12,0.12,0,0,0,0,0,1.42,0.8,0.8,0.62,0,0.86,1.17,73.7,0.31,0.99,0.56,0.43,1.17,2.59,3.64,0,65.6,7.53,29.9,32,4.32,0.68,0.06,0,0,0,0,36.3,177.2,103.4,0.74,0.49,0,0.74,0.43,39,0.62,0.12,0.06,0,1.54,1.11,0.06,0.12,0.06,0.06,0,5.86,2.59,2.41,51.9,0
5.5,27,14.1,0,0.64,0.07,11.1,0,0,24.8,0.07,0,0,72.8,689.9,256.7,12.1,89.9,13.7,80.1,6.31,12.3,51.4,0.14,0.57,2.41,0.64,0.21,2.48,44.9,40.4,4.4,1.21,0,0.78,2.34,1.99,1.21,0.99,0.21,0,0.07,0.85,1.49,0.99,0.28,0.07,0.07,0.07,0,0.14,0.07,0.07,0,0,0,0,1.35,1.13,1.06,0.14,0.14,0.85,1.42,60,0.57,1.21,0.43,0.78,2.48,3.83,2.7,0,55.5,5.32,22.3,27.5,6.45,0.28,1.06,0.64,60,0.14,13.3,29.4,138.8,71.3,0.57,0.35,0.07,0.43,0.78,27.9,1.13,0.21,0,0,0.99,0.78,0,2.34,0,0,0,9.22,1.06,1.56,40.5,0
40,24,19.6,1,0.41,0,0,0,0,15.4,0,0.05,0.05,85.6,1104.3,447.8,21.8,91.1,29.7,92.1,6.38,10.6,60.4,0,0.2,4.54,0.26,0,4.74,68.3,65,3.27,2.09,0.2,0.15,0.1,0.46,0,0,0,0,0.05,0.56,1.02,0.92,0.05,0.05,0,0,0,0.1,0.1,0,0,0,0,0,1.63,0.92,1.12,0.36,0.15,0.92,1.38,66.7,0.46,1.12,0.61,0.51,1.22,2.86,2.96,0.05,78.5,7.6,35.9,39.9,2.86,0.56,0.51,0.26,50,0.1,20,46.3,283.2,171.9,1.17,0.41,0,0.36,0.36,51.9,0.1,0.15,0,0,0.92,0.56,0,0.1,0,0.1,0.05,8.52,1.28,1.28,50,0.0510204081632653
15,18,2.4,0,0,0,0,0,0,0,0,0,0,93.2,1305,439.2,30.4,96.1,36.3,92.6,5.42,6.67,81.3,0,0,2.92,0,0,3.33,80,77.1,2.92,0.42,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,1.67,2.08,0.42,0.42,0.42,1.67,25,1.25,2.08,1.25,0.83,2.08,5,1.67,0.42,90.8,8.75,37.5,50.4,3.75,0.42,0,0,0,0,0,71.7,290.8,84.2,0,0.42,0,0.83,0.83,63.3,0.42,0.42,0,0,0.42,0,0,0,0,0,0,11.3,0.83,0.42,66.7,0
17,24,17,0,0.71,0.29,41.7,0,0,33.5,0.06,0,0,81.6,1280.2,463.7,16.1,86.9,31.7,90.4,9.71,15.9,61.1,0.06,0.94,4.94,0.35,0.06,5.94,71.1,64.7,6.18,3.06,0,1.47,1.88,2.53,0.53,0.35,0.18,0,0.24,0.88,1.94,1.29,0.59,0,0,0,0.06,0.12,0.12,0,0,0,0,0,1.24,1,0.76,0.35,0.12,0.76,1.47,52,0.71,1.35,0.53,0.82,1.47,2.71,3.53,0,80.8,7.12,36.9,39.2,5.29,0.35,0.35,0.06,16.7,0.24,66.7,44.7,233.3,132.1,1,1,0.06,0.76,0.18,51.1,0.71,0.24,0,0,0.71,0.76,0.12,1.88,0,0,0,7.24,1.18,1.35,46.5,0
5.5,26,12.1,0,0.58,0,0,0,0,17.3,0,0,0,61.2,450.1,250.2,10,79.1,11.8,64.1,2.64,6.69,39.5,0.08,0.58,2.15,0.83,0.25,3.47,40.9,29.5,11.2,0.33,0.08,0.08,2.15,10.7,0.08,0.08,0,0,0.25,1.24,2.31,1.65,0.5,0.08,0,0.08,0,0.41,0.41,0,0,0,0,0,1.74,0.74,1.24,0.25,0.25,0.5,1.24,40,0.74,0.66,0.17,0.5,0.74,2.48,3.14,0,53,4.05,16.6,22.2,14.5,1.57,1.57,0.41,26.3,0.99,63.2,20.5,110.8,55,1.16,0.5,0.25,1.4,0.66,21.7,3.06,0.33,0.08,0.08,0.58,0.91,0,2.15,0,0,0,5.87,0.5,1.82,21.4,0
3,31,15.5,0,0.32,0,0,0,0,12.7,0,0,0,74.9,550.8,182.5,7.16,73.5,16.6,84.8,2.97,5.81,51.1,0,0.19,0.9,0.13,0,1.87,36.3,35,1.23,0.45,0.06,0.32,0,0.52,0,0,0,0,0.06,0.06,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.84,1.16,0.32,0.06,0.9,1.23,73.7,0.32,0.84,0.39,0.45,1.74,3.29,4.39,0,47.2,6.52,26.6,18,2.65,1.61,0,0,0,0,0,17.4,56,20.3,0,0.19,0,0.39,0.06,21,0.52,0.19,0,0,1.23,0.58,0.06,0,0,0,0,5.42,4.39,2.45,64.2,0
5,24,1.6,0,0,0,0,0,0,0,0,0,0,89.7,781.9,315,25.6,91.1,19.4,91.2,3.13,4.38,71.4,0,0,2.5,0.63,0.63,3.13,54.4,53.8,0.63,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.25,1.88,0,0,0.63,1.88,33.3,1.25,0.63,0,0.63,1.25,3.13,3.75,0,63.8,2.5,26.9,35,1.88,0,1.25,0.63,50,0.63,50,40.6,176.3,83.1,0.63,1.88,0,1.88,0.63,42.5,1.25,0,0,0,1.88,1.88,0,0.63,0,0,0,5,3.13,1.25,71.4,0
3,32,18.3,0,0.55,0.16,30,0,0,16.4,0,0,0,66.6,669,282.6,9.34,76,15.6,82.8,5.14,12.7,40.3,0,0.38,3.22,0.66,0.05,2.73,45.5,42.4,2.84,2.79,0.27,0.38,0.27,0.05,0,0,0,0,0.22,0.49,1.2,0.77,0.16,0.11,0.11,0,0.05,0.05,0,0,0,0.05,0,0,1.69,1.04,0.71,0.71,0.27,0.93,1.69,54.8,0.77,1.48,0.98,0.49,1.64,3.33,4.75,0.11,57.5,7.43,32.5,22.5,3.01,0.66,0.49,0.38,77.8,0.11,22.2,28.5,152.3,88.2,0.66,0.44,0,0.6,0.27,29,0.16,0.38,0,0,0.87,0.22,0.11,0.27,0,0,0,6.07,2.46,2.13,53.6,0
45,22,17.9,5,1.23,0.56,45.5,0.23,0.5,12.5,0,0,0,78.1,428.2,144.7,23,87.4,7.71,75.8,1.01,2.29,43.9,0.22,1.23,1.51,1.01,0.34,2.51,42.1,34.2,7.82,0.39,0,0.17,2.01,7.43,0,0,0,0,0,1.28,3.18,2.07,0,0.5,0.17,0.45,0,0.39,0.28,0,0.06,0,0.06,0,2.12,1.01,0.95,1.01,0.17,0.95,1.56,60.7,0.61,0.95,0.06,0.89,0.56,2.68,1.73,0,54.9,1.68,12.4,22.3,21.3,3.63,5.36,2.46,45.8,1.56,29.2,30.4,256.7,160.8,5.81,3.74,1.4,2.57,1.73,34.9,7.37,0.11,0,0,0.61,2.46,0.17,2.01,0,0,0,4.08,0.5,0.95,34.6,0.279329608938548
14,26,11.7,2,1.11,0.34,30.8,0.15,0.5,15.8,0,0,0,80.7,692.2,249.6,31.4,89.7,14.5,81.3,1.97,3.76,52.3,0.09,1.71,3.25,2.05,0.43,6.15,61.2,50.3,10.7,0.26,0.09,0.17,1.71,10.4,0,0,0,0,0.17,1.88,3.85,3.25,0.26,0,0.09,0.09,0.17,0.26,0.17,0.09,0,0,0,0,1.62,0.94,0.51,0.34,0.77,1.11,1.88,59.1,0.77,1.03,0.17,0.85,0.85,2.48,0.77,0,72.5,1.45,15,28.2,30.3,2.91,1.79,0.43,23.8,1.11,61.9,41.2,215.5,128.5,3.59,2.65,0.51,2.14,0.94,47.3,8.8,0.17,0.09,0,1.03,0.68,0.17,1.71,0,0,0,6.07,0.26,0.51,33.3,0.170940170940171
12,20,16.8,0,0.3,0.06,20,0,0,13.1,0,0,0,78.8,571.4,166.1,19,87.9,14.4,84.6,2.26,4.46,50.7,0,0.42,1.19,0.65,0.36,2.08,46.1,36.3,9.82,1.13,0,0.06,1.49,8.69,0,0,0,0,0,1.61,1.37,0.95,0.12,0.06,0.06,0.18,0,0.18,0.12,0.06,0,0,0,0,1.25,0.83,0.95,0.3,0,0.95,1.25,76.2,0.3,0.71,0.3,0.42,0.3,1.55,2.44,0,54.5,3.04,17.9,24.8,11.8,0.89,1.07,0.42,38.9,0.54,50,26.5,116.8,52,0.83,0.83,0,0.89,0.6,30.7,2.8,0.06,0,0,0.42,2.32,0.06,1.49,0,0,0,3.63,0.65,0.36,64.7,0
20,27,16.6,1,0.42,0.12,28.6,0.14,0.5,9,0,0,0,89.1,955.1,336.7,19,94,28.1,92.5,4.28,6.39,67,0,0.3,1.87,0,0,1.81,57.9,56.3,1.51,1.02,0,0.12,0.18,0.06,0,0,0,0,0.06,0.3,0.66,0.6,0,0,0.06,0,0,0,0,0,0,0,0,0,1.14,0.6,0.9,0.24,0,0.6,0.84,71.4,0.24,0.84,0.42,0.42,1.27,2.41,4.52,0,67.2,8.31,34.5,31.3,1.75,0.78,0.12,0.12,100,0,0,35.5,183.6,88.6,0.18,0.18,0,0.12,0.54,45.7,0.18,0.24,0,0,0.48,0.18,0.12,0.18,0,0,0,5.36,1.87,1.39,57.4,0.0602409638554217
8,22,6.8,0,1.03,0,0,0,0,12.4,0,0,0,72.6,341.5,105.1,11.9,79.4,7.94,68.4,1.47,2.21,66.7,0,0.74,1.47,0.29,0.15,2.06,30.6,24.1,6.32,0.15,0,0.15,1.62,6.18,0,0,0,0,0.15,1.03,1.18,0.88,0,0.15,0,0.15,0,0,0,0,0,0,0,0,1.18,0.59,0.44,0.59,0.15,0.44,0.74,60,0.29,1.18,0.29,0.88,0.88,2.06,2.65,0,42.5,2.79,10.9,16.6,15.1,2.65,1.32,0.59,44.4,0.59,44.4,20.1,105.7,56.8,1.62,1.18,0.44,2.5,1.18,23.7,3.97,0.29,0.15,0.15,0.88,0.44,0,1.62,0,0,0,3.24,1.62,0.74,68.8,0
12,28,2,0,0.5,0,0,0,0,46.9,0,0,0,67.4,513.5,229,14.5,87.9,11.5,69.7,3.5,7.5,46.7,0.5,0.5,1.5,0.5,0.5,1.5,46,28,18,2.5,0,0,5.5,13,2.5,2,0,0,0,2.5,2,1,1,0,0,0,0,1.5,0.5,1,0,0,0,0,1.5,1,0.5,0.5,0.5,1.5,1.5,100,0,1,0,1,0.5,2,3,0,54,4.5,13,22,19.5,1,1,0,0,1,100,19,77,41.5,2,0,0.5,0,0.5,20.5,4,0,0,0,0,0.5,0,5.5,0,0,0,6.5,0,0.5,0,0
3,26,3.2,1,0.94,0.31,33.3,0.33,1,10.9,0,0,0,72.6,608.4,212.2,6.25,69,15.3,80.3,5,7.81,64,0,0,2.5,0,0,1.88,36.6,35,0.94,0.31,0,0,0,0.31,0,0,0,0,0.63,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.25,1.56,0.31,0,1.25,1.25,100,0,1.56,0.94,0.63,0.94,2.81,6.25,0,50.9,9.38,24.1,23.4,3.44,1.88,0,0,0,0,0,20.9,84.4,47.5,0,0,0,0.31,0.63,24.4,0.31,0.31,0,0,1.25,1.25,0,0,0,0.31,0,5.94,1.88,3.13,37.5,0.3125
3.5,28,11.4,0,0.53,0.09,16.7,0,0,17,0,0,0,78.7,705.5,268.2,12.7,86.3,20.6,88,3.77,7.72,48.9,0,0.26,3.77,0.44,0.18,4.3,47.8,44.7,3.07,1.05,0.09,0.61,0.53,2.02,0,0,0,0,0,0.96,0.7,0.61,0,0.09,0,0,0,0,0,0,0,0,0,0,3.16,1.93,1.67,1.4,0.09,1.23,1.67,73.7,0.44,2.28,0.61,1.67,1.14,4.3,2.37,0.09,60.6,5.18,25.8,29.8,5.61,1.14,1.32,0.35,26.7,0.88,66.7,31.8,174.4,78.9,0.96,0.96,0.26,0.96,0.26,35.2,1.58,0.53,0,0,1.49,0.7,0,0.53,0,0,0,6.05,2.46,1.93,56,0
3.5,28,1.6,0,0,0,0,0,0,0,0,0,0,72.3,656.9,239.4,25,93,15,68.6,2.5,5.63,44.4,0.63,1.25,2.5,3.13,1.88,5,58.8,44.4,14.4,0,0,0.63,4.38,14.4,0,0,0,0,0,1.25,1.88,1.25,0,0.63,0,0,0,0.63,0.63,0,0,0,0,0,1.88,1.25,1.25,0.63,0,0.63,1.88,33.3,1.25,1.25,0,1.25,1.88,3.75,1.88,0,71.3,2.5,23.8,25,23.8,0,3.75,2.5,66.7,1.25,33.3,35.6,170.6,99.4,2.5,1.25,0,0.63,1.25,36.9,6.88,0.63,0,0,2.5,0,0,4.38,0,0,0,3.75,1.25,3.75,25,0
15,21,16.1,0,0.5,0,0,0,0,20.1,0,0,0,71.1,666.5,236.8,13.5,78.3,14.7,72.8,5.71,8.32,68.7,0.12,0.43,3.29,0.37,0.19,3.6,48.6,38.8,9.75,0.75,0.06,0.19,1.18,9.01,0,0,0,0,0.06,1.3,1.37,0.75,0.43,0.06,0.06,0.06,0,0.31,0.12,0.06,0.06,0.06,0,0,1.61,0.93,0.37,1.12,0.12,0.87,1.06,82.4,0.19,0.81,0.25,0.56,0.99,2.61,1.61,0.06,57.6,2.36,13.8,31.6,12.5,0.93,1.24,0.56,45,0.68,55,28.9,137.6,69.8,0.93,1.18,0.12,0.99,0.56,30.6,2.3,0.25,0.06,0.06,1.74,0.25,0.12,1.18,0,0,0,4.53,1.86,1.93,49.2,0
15,26,8.6,0,0.7,0.47,66.7,0,0,16.9,0,0,0,90.8,1209,430.8,25,96.4,37.8,93.1,4.19,6.51,64.3,0.23,0.35,3.6,0.47,0,3.14,74.2,71.6,2.44,2.21,0,0.12,0.12,0.23,0,0,0,0,0.12,0.23,1.16,0.81,0,0,0.23,0.12,0,0.23,0.23,0,0,0,0,0,0.81,0.35,0.47,0.35,0,0.35,1.16,30,0.81,2.21,1.51,0.7,1.51,2.33,3.95,0,84.2,10.2,39.1,42.1,3.49,0.81,0.35,0.23,66.7,0,0,58.5,299.7,176.7,1.28,1.28,0,0.58,0,62,0.12,0,0.12,0,0.58,0.93,0,0.12,0,0,0,4.77,2.33,1.51,60.6,0
6.5,20,1.6,0,0,0,0,0,0,0,0,0,0,72.4,391.3,124.4,12.5,95.2,11.9,70.4,0.63,3.75,16.7,0.63,0.63,0,0,0,0.63,36.3,26.9,9.38,1.88,0,0,0.63,7.5,0,0,0,0,0,1.25,0.63,0.63,0,0,0,0,0,0.63,0.63,0,0,0,0,0,5,2.5,3.75,1.25,0,3.75,4.38,85.7,0.63,0,0,0,0.63,5.63,7.5,0,51.9,7.5,23.8,22.5,6.25,0.63,0.63,0,0,0.63,100,17.5,65,34.4,1.88,0.63,0.63,0.63,0.63,22.5,1.25,0,0,0,1.88,0,0,0.63,0,0,0,5,0.63,1.25,33.3,0
8,27,3.2,0,1.25,0.31,25,0,0,12.8,0,0,0,86.3,1195,305,19.4,89.9,37.2,93,4.69,8.75,53.6,0,0,2.5,0,0,2.19,70.9,68.4,2.19,1.25,0,0,0.31,0.94,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.25,0.63,1.88,0,1.25,1.56,80,0.31,0,0,0,0.63,3.13,2.19,0,79.7,2.5,40.9,34.7,4.69,1.25,0.31,0,0,0.31,100,45,195,76.3,0,0.31,0,0,0.63,60.6,0.94,0,0,0,0.63,0.31,0.31,0.31,0,0,0,6.56,1.56,2.81,35.7,0
3.5,27,11.5,0,0.17,0,0,0,0,27.6,0,0,0,67.3,379.2,131.7,11,81.8,9.39,65.1,1.74,3.57,48.8,0,0.52,1.22,0.7,0.35,2.09,34.1,24.6,9.3,0.96,0,0.17,2.7,7.91,0.43,0,0.26,0,0.17,1.39,1.39,0.78,0.43,0.09,0,0.09,0,0.09,0,0,0,0,0.09,0,2.17,1.04,1.65,0.43,0.09,0.96,1.3,73.3,0.35,1.65,0.52,1.13,1.39,3.57,2.35,0.09,46.7,3.65,15.9,17.9,13.6,0.78,1.3,0.35,26.7,0.96,73.3,17.7,106.7,47,1.48,1.22,0.43,1.74,0.87,17.7,3.04,0.17,0,0,1.04,1.04,0,2.7,0,0,0,5.65,0.52,1.39,27.3,0
5.5,25,16.8,0,0.18,0.06,33.3,0,0,23,0,0,0,81.3,1076.6,401.5,15,93.3,23.9,87.9,9.46,15.4,61.4,0,0.42,4.64,0.77,0.3,4.46,60.5,57,3.27,1.73,0.06,1.43,1.19,0.95,0.6,0,0.18,0,0.24,0.42,1.01,0.77,0.18,0.06,0,0,0,0.06,0.06,0,0,0,0,0,1.9,1.25,1.31,0.6,0,1.07,1.79,60,0.71,1.43,0.6,0.83,2.32,4.23,3.93,0.06,70.9,6.85,33.2,34.2,3.93,0.12,0.48,0.36,75,0.06,12.5,41.4,189.2,85.2,0.48,0.36,0,0.54,0.42,44,0.24,0.3,0.06,0,0.83,1.07,0.12,1.19,0,0,0.06,8.57,1.25,1.37,47.7,0
8,28,7.7,1,1.43,0.52,36.4,0.09,0.25,19.3,0,0,0,75,651.8,249.1,20.3,86.7,15.5,79.9,3.38,6.75,50,0.13,1.3,3.12,1.82,0.91,4.16,54,45.6,8.44,1.04,0,0.65,3.64,7.4,0,0,0,0,0,2.08,2.34,1.82,0,0.26,0,0.13,0.13,0.39,0.26,0,0.13,0,0,0,1.17,0.78,0.39,0.39,0.39,0.65,0.91,71.4,0.26,2.47,0.78,1.69,1.3,2.47,1.43,0,66,2.21,17,28.3,22.2,2.99,2.73,1.56,57.1,0.78,28.6,37.5,196.6,109,3.38,2.99,0.65,1.82,0.65,42.1,9.09,0.13,0,0,0.91,1.56,0.39,3.64,0,0,0,5.32,0.65,0.26,71.4,0.12987012987013
4,27,10.7,1,0.65,0.28,42.9,0.14,0.33,13.5,0,0,0,85.1,1107.4,354.7,21,93.4,32.8,93.1,4.67,9.72,48.1,0,0.37,1.5,0,0,2.8,69.2,65.8,2.99,2.71,0.09,0.56,0,0.28,0,0,0,0,0.37,0.47,0.65,0.56,0.09,0,0,0,0,0,0,0,0,0,0,0,1.21,0.84,0.93,0.19,0.09,0.75,0.93,80,0.19,0.84,0.37,0.47,1.03,2.24,3.64,0,78.1,8.41,47.5,28.6,2.71,1.68,0.09,0.09,100,0,0,45.6,203,101.8,0.28,0.19,0,0.28,0.19,55.5,0.37,0.09,0,0,0.09,0.19,0,0,0,0,0,4.95,2.9,1.21,70.5,0.0934579439252337
6,34,12.8,0,0.86,0.08,9.1,0,0,9.3,0,0,0,87.8,1339.9,434.8,17.3,89.8,33.1,95.1,11.1,14.8,75.1,0,0.31,3.75,0.23,0.08,4.84,70.9,68.8,1.95,1.64,0,1.17,0.16,0.31,0,0,0,0,0.16,0.47,1.48,1.25,0.08,0,0.16,0,0,0.16,0.16,0,0,0,0,0,2.42,1.09,1.17,1.17,0.08,1.17,2.11,55.6,0.94,1.56,0.94,0.63,1.64,4.06,3.75,0,82.9,7.19,36.9,43,3.44,1.17,0.39,0.31,80,0.08,20,51.6,257,150.9,0.86,0.47,0,0.16,0.39,55.6,0.39,0.31,0,0,0.94,0.63,0.08,0.16,0,0,0,5.39,2.89,1.8,61.7,0
18,29,20,3,0.5,0.3,60,0.3,0.5,13,0,0,0,83,979.6,367.3,13.7,87.3,27.6,90.5,6.3,10.3,61.5,0.05,0.35,4.25,0.4,0.05,4.2,57.6,55.7,1.65,1.5,0.05,0.5,0.3,0.1,0,0,0,0,0.3,0.25,0.85,0.75,0,0,0.05,0.05,0,0.05,0.05,0,0,0,0,0,1.3,0.7,0.75,0.45,0.1,0.75,1.25,60,0.5,1.35,0.8,0.55,1.2,2.5,3.7,0.05,66.6,5.8,31.1,33,2.75,1.1,0.15,0.1,66.7,0.05,33.3,40.9,242.2,144.7,0.9,0.5,0,0.35,0.1,43.4,0.3,0.1,0,0,0.7,0.85,0.05,0.3,0,0,0,5.2,3.4,1.6,68,0.15
