"value","age","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoCmp.","PasMedCmp","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","Sw","PasCrs","TI","CK","CkIn","CkOut","CkStr","PasOff","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Blocks","BlkSh","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","ToAtt","ToSuc","ToSuc.","ToTkl","ToTkl.","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","Rec","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","G.MP"
22,26,12.7,1,0.24,0.16,66.7,0.33,0.5,12.3,0,0,0,84.8,1106.9,357.6,14.9,86.3,32.6,91.6,6.06,9.69,62.6,0,0.08,3.46,0.16,0,3.62,63.3,61.4,1.81,1.65,0,0.63,0.08,0,0,0,0,0,0.08,0.31,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.1,0.94,0.39,0.08,0.71,1.18,60,0.47,1.18,0.79,0.39,1.42,2.83,2.99,0,71.7,7.24,32.1,38.8,1.5,0.63,0.24,0.16,66.7,0.08,33.3,46.8,315.3,205.9,0.55,0.16,0,0.39,0,49.9,0.24,0.08,0,0,0.55,0.24,0.08,0.08,0,0,0,5.12,1.81,1.26,59,0.078740157480315
25,23,16,0,0.63,0.13,20,0,0,16.6,0.06,0,0,84.3,822.8,260.3,13.1,87.8,21.4,92.5,5.81,9.19,63.3,0,0.25,1.56,0.31,0,2.31,48.4,42.7,5.56,2.13,0.06,0.19,0.88,0.75,0.56,0.38,0.19,0,0.19,0.25,0.94,0.56,0.19,0,0.06,0,0.13,0.06,0.06,0,0,0,0,0,1.38,1.06,0.94,0.44,0,0.38,1.5,25,1.13,1.63,1.13,0.5,1.5,2.88,4.44,0.06,59.6,11.1,37.1,19.2,3.63,0.94,0.44,0.31,71.4,0.13,28.6,29,171.8,87.2,0.81,0.19,0.06,0.5,0.31,31.1,0.38,0.19,0,0,1,0.31,0,0.88,0,0,0,5.81,1.38,0.75,64.7,0
18,30,21,1,0.71,0.29,40,0.07,0.17,9.4,0,0,0,84.3,857.6,325.8,14,91,23.2,89.7,5.24,8.67,60.4,0,0.38,2.95,0.1,0,2.62,50.6,48.6,1.76,1.67,0.1,0.52,0,0.1,0,0,0,0,0.24,0.14,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.62,0.86,0.29,0,0.43,0.9,47.4,0.48,2.71,2.1,0.62,1.38,2.52,5.43,0.1,63.5,10.8,33.1,28.7,2,1.57,0.29,0.24,83.3,0.05,16.7,31.1,145.9,78.9,0.38,0.1,0,0.57,0.14,39.4,0.19,0.19,0,0,0.95,0.62,0,0,0,0,0,4.33,2.76,1.19,69.9,0.0476190476190476
30,27,16.4,1,0.67,0.3,45.5,0.09,0.2,11,0,0,0,79.8,1207.7,469.9,11.8,91,29.8,92.6,9.09,17.3,52.7,0,0.24,4.15,0.24,0,2.68,63.8,60,3.66,3.23,0.06,1.71,0.24,0.37,0.06,0,0,0,0.18,0.55,0.61,0.55,0.06,0,0,0,0,0.06,0,0.06,0,0,0,0,1.46,0.67,1.04,0.43,0,0.67,1.22,55,0.55,1.04,0.55,0.49,0.98,2.44,6.95,0,76.2,14.3,44,29.7,2.74,1.22,0.37,0.18,50,0.18,50,43.5,213.3,111.2,0.24,0.24,0.12,0.37,0.12,49.5,0.3,0.18,0,0,0.98,0.67,0,0.24,0,0,0,6.1,2.44,1.1,69,0.0609756097560976
22,26,12.3,0,0.24,0,0,0,0,20.3,0,0,0,84.5,1422.6,461.2,20.2,87.3,41.7,91.6,7.72,12.5,61.7,0,0.08,7.89,0.16,0,6.75,83.7,81.2,2.03,0.49,0,0.81,0.24,1.54,0,0,0,0,0.41,0.33,1.22,1.06,0.08,0,0,0,0.08,0.08,0.08,0,0,0,0,0,1.87,1.38,0.98,0.73,0.16,0.81,1.3,62.5,0.49,1.14,0.81,0.33,1.54,3.41,3.17,0.16,93.7,6.75,36.7,53.5,4.15,0.33,0.41,0.33,80,0.08,20,60.9,285.1,162.9,0.81,0.81,0,0.81,0.16,62.2,0.16,0.24,0,0,1.06,0.33,0,0.24,0,0.08,0,8.37,3.01,2.2,57.8,0
12,26,13.9,0,0.29,0,0,0,0,15.1,0,0,0,80.1,872.8,306.1,12.2,85.4,22.4,86.9,6.76,10.8,62.7,0,0.14,3.67,0.14,0,2.88,52,49,2.95,1.87,0,0.5,0.22,1.08,0,0,0,0,0.07,0.36,0.58,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0,2.3,0.94,1.51,0.65,0.14,0.94,1.37,68.4,0.43,1.22,0.86,0.36,1.08,3.38,4.03,0.07,61.6,7.77,34.8,23.7,3.17,0.79,0.14,0.14,100,0,0,31.3,135.5,74,0.29,0.22,0,0.22,0.29,37.5,0.07,0.36,0,0,1.37,0.14,0,0.22,0,0.07,0,5.4,2.09,0.79,72.5,0
40,29,13.1,0,0.53,0.08,14.3,0,0,13,0,0,0,94.1,1287.1,379.2,35,96.4,34,95.3,5.5,6.56,83.7,0.15,0.38,5.73,0.15,0,5.73,80.3,77.3,2.9,0.69,0,0.76,0.15,2.06,0.08,0,0,0,0.08,0.53,0.84,0.53,0.08,0,0.23,0,0,0.23,0.15,0,0,0.08,0,0,0.92,0.69,0.46,0.31,0.15,0.15,0.23,66.7,0.08,0.69,0.38,0.31,0.38,1.3,1.76,0,86,4.35,26.4,49.9,10.1,1.15,0.53,0.31,57.1,0,0,57.1,313.5,160.3,1.6,1.83,0.08,0.31,0.15,68.2,1.37,0.08,0,0,0.38,0.53,0.08,0.15,0,0,0.08,4.81,1.53,0.84,64.5,0
80,21,13.5,0,0.44,0.15,33.3,0,0,14.8,0,0,0,88.5,1516.4,560.7,24.4,93.5,43.1,94.2,8.67,13.1,66.1,0,0.44,4.81,0.37,0,5.63,86.6,84,2.44,2.3,0,0.81,0.07,0.15,0,0,0,0,0.15,0.67,1.19,1.11,0,0,0.07,0,0,0.15,0.15,0,0,0,0,0,0.81,0.52,0.52,0.3,0,0.37,0.81,45.5,0.44,1.33,0.59,0.74,1.41,2.22,3.26,0.07,95,10,44.3,49,2.15,0.59,0.67,0.59,88.9,0.07,11.1,67.6,336.9,186.8,1.11,0.3,0,0.3,0.22,71,0.15,0.07,0,0,0.89,0.89,0,0.07,0,0.07,0.07,6.67,1.56,1.19,56.8,0
15,28,15.7,0,0.38,0.19,50,0,0,19.9,0,0,0,73.2,630.2,255.3,21.2,86,15.1,72.9,2.68,5.41,49.4,0.25,0.96,2.42,0.89,0.64,3.57,54.2,40.7,13.1,1.21,0.06,0.45,3.44,11.8,0,0,0,0,0.45,1.53,1.85,1.59,0.19,0,0,0.06,0,0.45,0.45,0,0,0,0,0,3.12,1.78,1.72,0.96,0.45,1.34,1.59,84,0.25,1.66,0.76,0.89,1.59,4.71,3.38,0,67.2,3.82,18.5,33.4,16.1,0.89,0.89,0.51,57.1,0.25,28.6,29,143.6,76.6,2.48,1.85,0.06,0.83,0.76,32.7,2.23,0.38,0,0,1.46,1.53,0,3.44,0,0,0,3.95,1.08,0.89,54.8,0
15,25,15.8,2,1.84,0.51,27.6,0.07,0.25,15.5,0,0,0,82.2,1047.5,382.8,13.7,83.5,24,91.1,9.49,13.4,71.1,0.06,0.57,3.42,0.63,0.13,4.49,57.6,49.8,7.53,2.34,0.06,1.65,0.32,5.19,0,0,0,0,0.25,0.76,1.39,0.89,0.13,0.13,0.13,0.06,0.06,0.13,0.06,0,0,0,0,0.06,2.34,1.27,1.46,0.82,0.06,1.33,1.46,91.3,0.13,1.9,0.95,0.95,2.34,4.68,3.86,0,72.8,8.16,33.4,33.9,6.77,1.77,1.71,0.7,40.7,0.7,40.7,35.4,181.4,88.9,1.01,1.14,0.13,1.46,0.19,40.3,0.63,0.32,0,0,0.82,0.89,0.06,0.32,0,0,0,7.09,2.72,1.39,66.2,0.126582278481013
16,25,8.5,0,0.12,0,0,0,0,6,0,0,0,75.1,527.1,222,15.4,82.4,12,79.7,2.71,4.71,57.5,0,0.12,2.35,0.35,0.12,3.65,40.6,34.5,6,0.82,0,0.47,0.71,5.18,0,0,0,0,0.12,0.94,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.94,0.59,0.47,0.24,1.06,1.88,56.3,0.82,0.71,0.59,0.12,0.82,2.12,2.59,0,48.5,5.29,21.6,19.6,7.53,1.06,0.82,0.12,14.3,0.47,57.1,25.2,133.6,72.1,1.18,0.59,0,0.35,0.94,27.2,1.41,0,0,0,0.59,0.94,0,0.71,0,0.12,0,4.24,1.76,1.29,57.7,0
22,29,14.2,1,0.77,0.21,27.3,0.09,0.33,10.8,0,0,0,85.6,712.2,228.2,12.5,92.7,19.6,90.8,4.15,6.76,61.5,0,0,0.63,0.14,0,1.13,43,41.3,1.55,0.63,0,0.7,0,0.14,0,0,0,0,0.14,0.07,0.28,0.21,0,0,0.07,0,0,0.14,0.07,0,0,0.07,0,0,0.28,0.14,0.14,0.14,0,0.21,0.42,50,0.21,0.49,0.49,0,0.92,1.2,5.42,0,51.8,11.5,32.7,17.9,1.27,0.99,0.14,0,0,0.14,100,27.3,120.4,57.4,0.07,0.07,0,0.28,0,32.6,0.07,0,0,0,0.49,0.28,0,0,0,0,0,3.94,2.61,0.35,88.1,0.0704225352112676
13,33,8.8,0,0.34,0.11,33.3,0,0,24.7,0,0,0,87.6,1456,409,38.9,92.7,37.5,90.4,7.5,11.2,66.7,0,0.45,10.5,0.23,0.11,9.32,96.9,90.6,6.25,1.36,0,1.02,1.36,4.89,0,0,0,0,0.11,0.34,1.48,1.48,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0.34,0.23,0.23,0.11,0,0.11,0.91,12.5,0.8,0.34,0.11,0.23,0.57,0.91,0.57,0,100.3,2.16,20,64.2,16.6,0.68,0.57,0.45,80,0.11,20,58.2,281.3,159.8,2.5,1.7,0,0.34,0.23,80.7,2.16,0.11,0,0,0.45,0.45,0,1.36,0,0,0,5.45,1.36,0.34,80,0
42,20,5.1,0,0.2,0,0,0,0,8.1,0,0,0,89.4,1326.7,549.6,31.6,91,34.7,91.7,6.86,8.63,79.5,0,0.39,4.51,0.59,0,3.92,83.1,78.4,4.31,1.57,0.2,0.2,0,1.96,0,0,0,0,0.39,0.39,0.98,0.98,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2,0,0.2,0.39,0.2,0.2,1.18,1.37,2.75,0,88.8,9.61,47.1,39.2,2.94,0.2,0,0,0,0,0,58.2,326.9,203.9,1.18,0.39,0,0.2,0.2,63.7,0.2,0,0,0,0.2,0.59,0,0,0,0,0,6.67,2.94,0.98,75,0
16,31,21,0,0.48,0.05,10,0,0,10.9,0,0,0,89.9,1444,527.4,24.5,95,39.2,95.3,8.62,12.8,67.3,0,0.05,4.86,0.19,0,3.71,81.8,78.7,3.05,2.33,0.1,0.71,0.05,0.14,0,0,0,0,0.1,0.43,0.57,0.57,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0.62,0.38,0.52,0.1,0,0.19,0.67,28.6,0.48,1.1,0.76,0.33,1,1.62,2.67,0,89.4,11.3,46.4,41.1,2.05,0.95,0.05,0.05,100,0,0,59.9,295.8,154.1,0.52,0.43,0,0.33,0.14,66.7,0.05,0.1,0,0,0.57,0.62,0.05,0.05,0,0.14,0.05,6.76,1.62,1.48,52.3,0
18,19,3.4,0,1.47,0.59,40,0,0,13.3,0,0,0,75.4,762.4,220,23.2,85.9,15.3,76.5,4.71,7.65,61.5,0,1.18,2.94,0.88,0.29,2.65,57.4,51.5,5.88,0.88,0,0.88,2.65,4.41,0.59,0.59,0,0,0,1.76,3.53,2.06,0.59,0,0.29,0.59,0,0,0,0,0,0,0,0,3.24,0.88,2.94,0.29,0,2.35,3.53,66.7,1.18,1.18,0,1.18,2.94,6.18,1.47,0.29,74.7,3.53,29.1,27.6,18.5,2.94,3.53,0.59,16.7,2.65,75,45.6,241.8,107.9,2.94,1.47,0.88,2.65,1.76,48.5,5.59,0.29,0,0,0.59,2.35,0.29,2.65,0,0,0,8.53,1.76,0.88,66.7,0
50,25,17.4,1,0.23,0.06,25,0.25,1,16.9,0,0,0,86.7,1013.4,346.5,22.3,93.7,29.2,93.6,4.02,8.33,48.3,0,0.29,3.85,0.29,0,3.39,65,60.3,4.48,0.98,0.34,0.52,0,0.17,0,0,0,0,0.23,0.17,0.86,0.75,0,0,0.06,0,0.06,0,0,0,0,0,0,0,2.01,0.98,1.26,0.63,0.11,1.32,1.67,79.3,0.34,2.01,1.03,0.98,1.49,3.51,4.6,0,76.7,12.6,40.2,34.6,2.53,0.34,0.52,0.52,100,0,0,44.5,226.3,132.8,0.63,0.75,0,0.57,0.4,48.7,0.06,0.23,0,0,0.98,0.46,0,0,0,0,0,6.61,1.49,1.21,55.3,0.0574712643678161
18,25,10,0,0.2,0,0,0,0,8.7,0,0,0,79.2,774.6,340.3,11.2,87.5,21.4,90.7,5.1,10.4,49,0.2,0.3,2.9,0.3,0.2,1.5,49,43.4,5.3,2,0,0.7,0.6,3.2,0,0,0,0,0.3,0.4,0.4,0.3,0.1,0,0,0,0,0.2,0.2,0,0,0,0,0,1.2,0.7,0.9,0.3,0,0.7,1,70,0.3,1.2,0.9,0.3,1.3,2.5,4.8,0,59.2,8.9,36.3,19.7,3.6,0.5,0.1,0.1,100,0,0,29,165.6,102.4,0.4,0.1,0,0.9,0,34.5,0.1,0.2,0,0,0.8,0.2,0,0.6,0,0.1,0,4.3,1.9,0.8,70.4,0
15,30,12.3,1,0.49,0.24,50,0.17,0.33,19.5,0.16,0,0,75.9,687.8,259.8,24.6,90.1,15,73.7,3.17,6.34,50,0,1.06,2.2,1.46,0.81,3.5,57.3,46.3,11,1.54,0,0.24,4.63,8.86,0.57,0.33,0.16,0,0.08,1.46,1.63,1.3,0.24,0,0,0.08,0,0,0,0,0,0,0,0,1.79,0.65,1.22,0.57,0,1.3,1.87,69.6,0.57,0.89,0.41,0.49,1.06,2.85,2.6,0,67.9,4.07,22.4,25,20.8,1.63,0.98,0,0,0.65,66.7,34.5,141.2,75.9,1.79,0.57,0.08,1.22,0.81,39.1,5.69,0.16,0,0,0.98,1.54,0.16,4.63,0,0.08,0.08,5.45,1.46,1.06,58.1,0.0813008130081301
42,28,16.7,1,0.36,0.18,50,0.17,0.33,17.2,0,0,0,82.2,927.1,353.4,35.7,91.4,20.2,84.3,3.65,6.83,53.5,0.06,1.08,5.87,1.26,0.6,4.79,74.3,64.3,9.64,1.32,0.06,0.6,2.87,7.6,0.54,0.54,0,0,0.42,1.56,2.34,1.98,0.18,0,0.06,0.12,0,0.3,0.3,0,0,0,0,0,1.8,0.9,1.08,0.6,0.12,1.08,1.32,81.8,0.24,1.74,0.36,1.38,1.32,3.11,1.68,0.06,84.4,5.03,26.2,40.4,18.4,0.9,0.84,0.06,7.1,0.6,71.4,47.1,230.1,122.2,2.51,1.74,0.06,0.84,0.3,51.6,2.99,0.24,0,0,1.68,0.84,0,2.87,0,0,0,6.83,1.44,1.08,57.1,0.0598802395209581
12,22,7.7,0,0.26,0,0,0,0,11.5,0,0,0,79.6,733.8,311,26.1,88.5,18.2,82.4,2.6,4.68,55.6,0,0.39,3.38,0.39,0.13,4.55,59.2,46,13,1.82,0.39,0.13,0.78,11.2,0,0,0,0,0.26,2.34,1.69,1.17,0.26,0,0.13,0,0.13,0.26,0.13,0,0,0.13,0,0,1.56,1.43,0.78,0.65,0.13,1.17,2.47,47.4,1.3,1.56,0.26,1.3,2.73,4.29,2.73,0,70.4,3.12,28.1,33.8,9.09,0.39,1.04,0.52,50,0.39,37.5,30,121.4,52.6,0.65,0.52,0.13,0.65,0.65,36.6,0.91,0.13,0,0,0.78,0.91,0,0.78,0,0,0.13,5.84,1.04,1.04,50,0
25,20,16,0,0.38,0.13,33.3,0,0,22,0,0,0,81.6,1083.9,350,34.6,89.3,26.1,83.6,4.69,7.69,61,0.06,1.44,5.13,2.25,1.69,4.75,82,70.1,11.8,1.25,0.06,0,6.5,10.4,0.06,0,0,0,0.19,2.31,2.88,2.38,0.13,0.25,0,0.13,0,0.13,0.13,0,0,0,0,0,2.13,1.31,1.06,0.63,0.44,0.94,2,46.9,1.06,1.31,0.25,1.06,1.5,3.63,1.31,0.06,92.3,2.69,19.9,44,29.4,1.19,3,1.25,41.7,1.19,39.6,68.2,384.2,177.1,3.75,4.38,0.5,1.06,0.63,61.4,8.56,0.06,0,0,0.88,1.38,0.13,6.5,0,0,0,8,0.5,0.94,34.8,0
38,28,14.3,0,0.77,0.14,18.2,0,0,16.4,0,0,0,94.2,1319.8,411.2,33.4,97.2,37,96.2,4.76,6.36,74.7,0.07,0.28,5.17,0.07,0.07,4.76,80.9,79.4,1.47,0.84,0,0.49,0.21,0.63,0,0,0,0,0,0.14,1.26,1.19,0,0,0.07,0,0,0,0,0,0,0,0,0,1.54,1.05,0.56,0.77,0.21,1.12,1.47,76.2,0.35,1.33,0.42,0.91,0.77,2.31,1.19,0,88.6,5.17,32.7,49.7,6.43,1.4,0.28,0.21,75,0.07,25,63.6,387.1,239.9,1.26,1.61,0,0.49,0.14,69.2,0.56,0.07,0,0,0.91,0.49,0,0.21,0,0,0,5.38,0.84,1.4,37.5,0
28,25,14.9,0,0.4,0,0,0,0,17.7,0,0,0,83.4,913.4,272.9,32.7,92.4,21.7,87.1,3.36,6.51,51.5,0.13,0.54,3.83,0.6,0.4,3.56,71.8,60.9,10.5,1.34,0,0.07,2.75,8.26,0.87,0.54,0.2,0,0.47,1.54,1.54,1.14,0.4,0,0,0,0,0.2,0.13,0.07,0,0,0,0,3.29,1.41,2.08,0.67,0.54,1.61,2.82,57.1,1.21,1.54,0.4,1.14,0.74,4.03,2.62,0,82.7,3.56,25.6,36.5,21.1,0.67,0.87,0.34,38.5,0.4,46.2,42.9,176,97,1.54,1.07,0.07,0.94,0.34,51,3.76,0.13,0,0,0.81,1.01,0.07,2.75,0,0,0,6.51,0.81,0.74,52.2,0
35,23,21,0,0.33,0.19,57.1,0,0,9.1,0,0,0,86.8,991.7,378.9,15.8,91.2,28.2,94.3,5.19,9.05,57.4,0,0.14,3.38,0.05,0,3.1,57,54.7,2.14,2.1,0,0.9,0,0.05,0,0,0,0,0.14,0.24,0.71,0.57,0,0,0.1,0.05,0,0,0,0,0,0,0,0,1.57,0.76,1.33,0.24,0,0.9,1.33,67.9,0.43,1.48,0.9,0.57,1.14,2.71,3.71,0.1,67.3,12,38.3,27.7,1.62,0.71,0.33,0.1,28.6,0.05,14.3,38.4,169.1,97,0.33,0.29,0,0.48,0.19,44.1,0.1,0.33,0,0,0.71,1.1,0,0,0,0,0.05,5.86,1.24,1.1,53.1,0
22,26,15.9,1,0.13,0.06,50,0.5,1,5.1,0,0,0,78.3,732.5,324.7,10.9,86.6,20.4,88.3,4.34,8.68,50,0,0.19,2.7,0.13,0.06,1.7,46.2,43,2.83,1.89,0,0.5,0.38,0.88,0,0,0,0,0.38,0.63,0.44,0.38,0.06,0,0,0,0,0.06,0.06,0,0,0,0,0,2.08,1.38,1.45,0.63,0,0.94,1.45,65.2,0.5,1.38,0.75,0.63,1.45,3.52,5.09,0,57.5,11.6,37.8,18.6,1.76,0.5,0.31,0.19,60,0.13,40,30.9,143.5,79.3,0.19,0.25,0,0.63,0.25,32.9,0.06,0.13,0,0,0.94,0.5,0,0.38,0,0.13,0,5.72,0.75,0.69,52.2,0.0628930817610063
13,28,4.7,0,0.21,0,0,0,0,25.8,0,0,0,76.3,753,312.6,22.8,87,19.8,87.7,2.77,9.36,29.5,0,1.49,3.4,1.06,0,6.6,60.2,47.7,12.3,2.77,0,0.64,5.53,6.81,2.77,1.7,0.85,0,0.21,1.28,2.77,2.13,0.64,0,0,0,0,0,0,0,0,0,0,0,2.34,1.7,1.28,0.64,0.43,1.7,3.19,53.3,1.49,0.85,0.21,0.64,1.49,3.83,2.55,0,67,2.55,17,28.1,22.3,0,0,0,0,0,0,28.7,103.2,62.8,0.43,1.06,0,0.85,0.64,35.1,2.55,0,0,0,1.49,0.43,0,5.53,0,0,0,6.6,1.91,1.49,56.3,0
25,26,13.2,0,0.53,0.08,14.3,0,0,26.9,0,0,0,76.3,685.9,240.9,18.1,89.2,17.6,81.4,2.88,7.2,40,0,0.53,3.48,1.06,0.61,4.85,51.4,42,9.17,0.68,0.15,0.38,3.18,8.48,0,0,0,0,0.23,1.14,1.82,1.74,0,0.08,0,0,0,0.08,0.08,0,0,0,0,0,2.27,1.36,1.52,0.45,0.3,1.06,1.59,66.7,0.53,1.06,0.23,0.83,1.52,3.79,1.59,0,61.1,3.03,17,28.3,16.4,0.68,1.21,0.61,50,0.23,18.8,30.9,160.2,97.5,2.58,1.89,0.23,1.21,0.3,34.5,3.71,0.23,0,0,0.98,0.61,0.15,3.18,0,0.08,0,4.62,0.76,0.53,58.8,0
35,26,22,0,0.36,0,0,0,0,8.8,0,0,0,82.6,920.8,339.6,17,93.3,25.6,91.7,4.59,10.4,44.3,0,0.05,3.64,0.18,0,3.5,57.8,56.8,0.82,0.82,0,0.59,0,0,0,0,0,0,0.23,0.45,0.59,0.55,0,0,0.05,0,0,0.09,0.05,0,0,0.05,0,0,1.09,0.59,0.82,0.23,0.05,0.5,0.86,57.9,0.36,2.05,1.18,0.86,0.68,1.77,4.68,0,68.7,12.8,42.3,25.4,1.45,0.64,0.45,0.27,60,0.18,40,38.4,203,119.8,0.82,0.18,0,0.45,0.23,47.2,0.05,0.14,0,0,0.45,0.23,0,0,0,0,0,5.32,2.14,1.27,62.7,0
18,27,1.8,0,1.67,1.11,66.7,0,0,8.5,0,0,0,76,416.1,141.7,5.56,90.9,13.3,92.3,2.22,4.44,50,0,0,1.11,0,0,1.11,27.8,26.1,1.67,1.67,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0.56,2.22,25,1.67,0.56,0.56,0,0.56,1.11,10,0,45,12.2,32.2,10.6,2.22,1.67,1.67,0,0,1.67,100,12.8,52.2,24.4,0,0,0,0.56,0.56,15.6,0,0,0,0,1.67,0,0,0,0,0,0,3.89,6.11,3.33,64.7,0
42,28,12.8,0,0.31,0,0,0,0,10.5,0,0,0,91.5,1384.6,497.4,39.7,95,39.7,93.7,3.75,5.55,67.6,0,0.39,7.58,0.39,0,7.34,92,85.9,5.94,1.8,0.08,0.47,0.39,4.14,0,0,0,0,0.16,0.94,1.17,0.94,0.08,0,0.16,0,0,0.16,0.16,0,0,0,0,0,1.25,0.55,0.63,0.55,0.08,0.55,0.78,70,0.23,1.02,0.47,0.55,1.02,2.27,1.64,0,98.4,4.53,31.8,56.8,10.2,1.56,0.23,0.16,66.7,0.08,33.3,63.8,298.3,188.8,1.09,0.7,0.16,0.78,0,76.2,1.17,0,0,0,0.7,0.7,0.08,0.39,0,0,0,5,1.72,1.33,56.4,0
22,22,16.4,0,0.06,0,0,0,0,13.1,0,0,0,88.8,1014.3,348.2,14.1,92,28.3,93.9,6.16,9.02,68.2,0,0.12,3.54,0.12,0,3.17,55.7,54.5,1.1,0.91,0,0.49,0,0.18,0,0,0,0,0.12,0.18,0.49,0.37,0,0.06,0,0.06,0,0,0,0,0,0,0,0,1.28,0.67,0.98,0.3,0,0.73,1.22,60,0.49,1.4,1.1,0.3,1.22,2.5,4.33,0,65.8,10.2,39.1,25.1,1.95,0.55,0.43,0.37,85.7,0,0,36.1,179.1,94.5,0.55,0.49,0.12,0.55,0.3,45.2,0.18,0.12,0.06,0,0.79,0.43,0.06,0,0,0,0,4.82,1.52,1.4,52.1,0
16,22,11,0,0.73,0.09,12.5,0,0,18.2,0,0,0,76.6,530.1,191.4,21.3,90.7,12.4,75.6,1.64,4.82,34,0,0.36,1.45,0.55,0.18,1.82,47,36.3,10.6,0.45,0.09,0,2.64,10.2,0,0,0,0,0.09,0.82,1.55,1.18,0.09,0,0,0.18,0.09,0,0,0,0,0,0,0,3.55,1.55,2.27,1,0.27,2.09,3,69.7,0.91,1.73,0.27,1.45,1,4.55,3.09,0,60.1,4.45,21.2,21.8,17.7,1.45,1.82,0.82,45,0.91,50,24.5,145.5,59.5,1.18,1,0.18,1.73,0.82,31.3,3.82,0.27,0,0,0.73,0.91,0.09,2.64,0,0,0,6.09,0.64,0.73,46.7,0
35,27,5.7,0,0.88,0,0,0,0,8.9,0,0,0,78.2,633.2,283.3,10,91.9,16.5,84.7,4.04,8.07,50,0,0.18,1.93,0.35,0,1.58,39.5,37.7,1.4,1.4,0,0.88,0,0,0,0,0,0,0.35,0.35,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2.28,1.58,1.58,0.7,0,1.23,1.58,77.8,0.35,1.23,1.05,0.18,1.05,3.33,4.39,0,50.5,6.32,26,23.3,1.58,1.05,0.18,0.18,100,0,0,27.7,105.1,51.2,0.18,0,0,0.53,0,30.2,0.35,0.53,0,0,0.7,0.7,0.18,0,0,0,0,5.26,1.75,1.05,62.5,0
20,22,13.5,0,1.48,0.37,25,0,0,21.7,0.15,0,0,63.9,516.9,183.7,13.1,81.9,10.8,69.2,3.93,10.1,39,0,0.89,1.26,0.89,0.59,1.56,45.1,34.6,10.2,1.7,0.22,0.3,4.89,7.56,0.96,0.52,0.44,0,0.3,1.56,2.07,1.33,0.3,0.22,0.07,0,0.15,0.15,0.07,0,0,0.07,0,0,3.56,2.44,2.44,0.74,0.37,1.93,3.19,60.5,1.26,1.56,0.37,1.19,2.15,5.7,2.15,0,60.3,4.15,23,21.6,17,1.19,2.37,0.96,40.6,1.26,53.1,29.6,190.3,109,2.52,1.7,0.22,1.48,1.11,28.1,3.85,0.3,0,0,1.48,0.96,0.07,4.89,0,0,0,6.44,0.81,1.11,42.3,0
15,29,14.1,0,0.21,0,0,0,0,23.8,0,0,0,80.2,591.4,190.9,21.6,90.2,13.8,81.2,2.34,4.47,52.4,0.07,0.5,2.91,0.57,0.21,3.48,47.7,39.7,7.94,0.07,0.21,0.07,1.56,7.87,0,0,0,0,0.07,1.06,1.42,1.13,0,0,0.14,0.14,0,0.14,0.14,0,0,0,0,0,3.12,1.99,1.99,0.99,0.14,1.63,2.27,71.9,0.64,1.56,0.64,0.92,1.06,4.18,3.12,0.07,60.9,4.68,19.8,26.2,15.7,0.85,1.63,0.57,34.8,0.85,52.2,32.4,183.9,99.9,2.13,2.13,0.14,1.7,0.85,34.7,4.75,0.35,0.07,0,1.63,0.99,0,1.56,0,0,0,5.53,0.92,1.06,46.4,0
